priority,acquisition_lane,brand,domain,external_product_id,title,product_kind,quality_flags,blocker_code,identity_status,identity_ready,index_serving_eligible,product_intel_high_quality,price_amount,price_currency,availability,canonical_url,destination_url,dry_run_status,dry_run_http_status,dry_run_patch_keys,dry_run_ingredients_chars,dry_run_how_to_chars,dry_run_details_sections_count,requested_source_fields,reviewer_notes
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_2b1c7ff14265ce72c4284a87,Add on Perfume,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,false,10.99,USD,in_stock,https://www.missnella.com/products/perfume,https://www.missnella.com/products/perfume,dry_run,200,pdp_details_sections,0,0,1,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_7394df14e8953abbbc735a3e,Add Strawberry'n'Cream - Red,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,false,6.49,USD,in_stock,https://www.missnella.com/products/strawberryncream-red,https://www.missnella.com/products/strawberryncream-red,dry_run,200,pdp_details_sections,0,0,1,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_e4a8b943e473eef365341f36,Add Sugar Hugs - Deep Pink,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,false,6.49,USD,in_stock,https://www.missnella.com/products/sugar-hugs-deep-pink,https://www.missnella.com/products/sugar-hugs-deep-pink,dry_run,200,pdp_details_sections,0,0,1,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_3061ddf912667b725b4e0be0,Add Surprise Party - Black,beauty_formula,missing_full_inci|missing_how_to,no_seed,review_required,false,false,false,6.49,USD,in_stock,https://www.missnella.com/products/class-clown-red-copy,https://www.missnella.com/products/class-clown-red-copy,dry_run,200,pdp_details_sections,0,0,1,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P0,partner_full_inci_and_how_to_request,Miss Nella,missnella.com,ext_7f3fcd8b1ea9a9c48026e3ff,Lav Kids by Miss Nella Moisturising Leave In Conditioner 100ml,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,5.45,USD,in_stock,https://www.missnella.com/products/lavkids-by-miss-nella-moisturising-leave-in-conditioner,https://www.missnella.com/products/lavkids-by-miss-nella-moisturising-leave-in-conditioner,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Miss Nella,missnella.com,ext_0389cd34ac2b199ed7d155fd,Lav Kids Skincare by Miss Nella Facial Foaming Cleanser 100ml,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,5.91,USD,in_stock,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-facial-foaming-cleanser-100ml,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-facial-foaming-cleanser-100ml,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Miss Nella,missnella.com,ext_c954d06d813f8162e2f104c7,Lav Kids Skincare by Miss Nella Foaming Shower Gel 200ml,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,5.45,USD,in_stock,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-foaming-shower-gel-200ml,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-foaming-shower-gel-200ml,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Miss Nella,missnella.com,ext_d4cd4e83ffea1be996dc5655,Lav Kids Skincare by Miss Nella Gentle Care Conditioner 200ml,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,4.55,USD,in_stock,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-gentle-care-conditioner-200ml,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-gentle-care-conditioner-200ml,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Miss Nella,missnella.com,ext_18c788834195be4e0022a2c3,Lav Kids Skincare by Miss Nella Gentle Care Shampoo 215ml,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,4.55,USD,in_stock,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-gentle-care-shampoo-200ml,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-gentle-care-shampoo-200ml,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Miss Nella,missnella.com,ext_8d2decaa8a177bd033597c3e,Lav Kids Skincare by Miss Nella Gentle Care Shampoo 280ml,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,6.35,USD,in_stock,https://www.missnella.com/products/lav-kids-skincare-by-miss-nella-gentle-care-shampoo-280ml,https://www.missnella.com/products/lav-kids-skincare-by-miss-nella-gentle-care-shampoo-280ml,skipped,404,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Miss Nella,missnella.com,ext_bede5d7b6beac13274e28b6a,Lav Kids Skincare by Miss Nella Moisturising Lip Butter,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.25,USD,in_stock,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-moisturising-lip-butter,https://www.missnella.com/products/lavkids-skincare-by-miss-nella-moisturising-lip-butter,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P0,partner_full_inci_and_how_to_request,Miss Nella,missnella.com,ext_bba56c29b8209bcefce46fcb,Lav Teens Let’s Clay! Face Mask,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,7.2,USD,in_stock,https://www.missnella.com/products/lav-teens-let-s-clay-face-mask,https://www.missnella.com/products/lav-teens-let-s-clay-face-mask,skipped,200,,0,0,0,official full INCI / complete ingredients; official product-specific directions / how-to,Beauty-formula row needs official full INCI and source-backed product-specific directions before promotion can be reconsidered.
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_20c5bace62df3979a457e400,MN04 Little Poppet: Purple Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn04-little-poppet-3-pack,https://www.missnella.com/products/mn04-little-poppet-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_e49b7fd12614986b2704234d,MN05 Cheeky Bunny: Light Pink Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn05-cheeky-bunny-3-pack,https://www.missnella.com/products/mn05-cheeky-bunny-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_005253c847ab00c7b62073c3,MN06 Butterfly Wings: Glittery Lilac Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn06-butterfly-wings-3-pack,https://www.missnella.com/products/mn06-butterfly-wings-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_c8d0cd315ef174ac864811bf,MN11 Sweet Lavender: Deep Violet Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn11-sweet-lavender-3-pack,https://www.missnella.com/products/mn11-sweet-lavender-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_443317ae78fcdee9271e4efa,MN13 Sun Kissed: Yellow Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn13-sun-kissed-3-pack,https://www.missnella.com/products/mn13-sun-kissed-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_45eb20f9189ad6fc2ca06c2a,MN32 Blueberry Smoothie: Pastel Purple Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn32-blueberry-smoothie-3-pack,https://www.missnella.com/products/mn32-blueberry-smoothie-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_f8e4e3a5be9203ee6665e382,MN35 Banana Split: Light Yellow Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,out_of_stock,https://www.missnella.com/products/mn35-banana-split-3-pack,https://www.missnella.com/products/mn35-banana-split-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_6306a6d00b6e082ccc40932e,MN36 Cosmic Cutie: Chrome Bronze Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn36-cosmic-cutie-3-pack,https://www.missnella.com/products/mn36-cosmic-cutie-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_9bd51781d637e8161b67f6ff,MN37 You're So Spacial: Chrome Blue Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,out_of_stock,https://www.missnella.com/products/mn37-youre-so-spacial-3-pack,https://www.missnella.com/products/mn37-youre-so-spacial-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_e1a12de43227d2f2a9d8bdc8,MN38 Galactic Unicorn: Chrome Purple Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn38-galactic-unicorn-3-pack,https://www.missnella.com/products/mn38-galactic-unicorn-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_ac6c674eda87668b7782a43c,MN39 Alien Poo: Chrome Green Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,out_of_stock,https://www.missnella.com/products/mn39-alien-poo-3-pack,https://www.missnella.com/products/mn39-alien-poo-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_56dab6df882d473ca41f58f3,MN40 Shooting Star: Sliver Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn40-shooting-star-3-pack,https://www.missnella.com/products/mn40-shooting-star-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_df81c48df0493157cedccf76,MN41 Sweet-Osaurus: Metallic Bronze Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn41-sweet-osaurus-3-pack,https://www.missnella.com/products/mn41-sweet-osaurus-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_e292dbb537aafa997d87d528,MN42 Diplodo-Kiss: Metallic Pink Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn42-diplodo-kiss-3-pack,https://www.missnella.com/products/mn42-diplodo-kiss-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_c48e56047d039a4945c0a1c8,MN43 Rawr-Some: Metallic Blue Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn43-rawr-some-3-pack,https://www.missnella.com/products/mn43-rawr-some-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
P2,canonical_parent_or_bundle_mapping_request,Miss Nella,missnella.com,ext_6b9bfd5acdfc4004795eb033,MN44 Dino-Rific: Metallic Green Peel Off Nail Polish,beauty_formula,missing_full_inci|missing_how_to,no_seed,approved,false,false,true,2.65,USD,in_stock,https://www.missnella.com/products/mn44-dino-rific-3-pack,https://www.missnella.com/products/mn44-dino-rific-3-pack,skipped,200,,0,0,0,canonical parent / variant / bundle mapping; source evidence only after mapping is resolved,"Looks like an add-on, wholesale pack, retail display, or 3-pack surface. Resolve parent/variant/bundle mapping before source recovery or serving."
